,X,Y,Z,X_r,Y_r,Z_r,surface,series,id,order_series,smooth
0,3498947.5360000003,7511205.0,216.8917381,0.6258484360360653,0.3132510625202224,0.5733836588663936,Overburden,OVB_Series,1,1,1e-06
1,3499105.5439999998,7512650.19,225.54427280000002,0.6486464274903451,0.5217685380273791,0.5746320792764308,Overburden,OVB_Series,1,1,1e-06
2,3497796.0330000003,7512150.19,193.5250475,0.45970523092195936,0.44962664820420783,0.570012224428799,Overburden,OVB_Series,1,1,1e-06
3,3498449.498,7511750.12,201.20144299999998,0.553989630988535,0.3919030364810527,0.5711198037855991,Overburden,OVB_Series,1,1,1e-06
4,3496999.182,7510800.05,216.6131212,0.3447325568269547,0.25482334595240913,0.5733434589669884,Overburden,OVB_Series,1,1,1e-06
5,3498259.127,7511300.05,208.87735990000002,0.5265221835734414,0.32696523577558034,0.5722273140881824,Overburden,OVB_Series,1,1,1e-06
6,3498488.38,7513129.27,223.26875330000004,0.559599672908708,0.5908920111802252,0.5743037587223119,Overburden,OVB_Series,1,1,1e-06
7,3498789.985,7512150.01,231.5309348,0.6031163822689405,0.44960067712378016,0.575495857497256,Overburden,OVB_Series,1,1,1e-06
8,3499753.7860000003,7511749.99,228.02777369999998,0.7421772333759289,0.3918842795897148,0.5749904081730379,Overburden,OVB_Series,1,1,1e-06
9,3497247.8,7513300.0,219.29960069999998,0.3806041015550379,0.6155255808793096,0.5737310743831907,Overburden,OVB_Series,1,1,1e-06
10,3499314.91,7514199.97,221.4434892,0.6788545452998371,0.7453766540475908,0.574040402719111,Overburden,OVB_Series,1,1,1e-06
11,3498874.284,7512650.19,-99.07508636,0.6152793606093642,0.5217685380273791,0.5277947711904525,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
12,3497444.585,7512150.19,-487.9155154,0.40899698513276483,0.44962664820420783,0.47169140440925583,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
13,3496985.557,7510800.05,143.2353041,0.3427666903292733,0.25482334595240913,0.5627562301736023,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
14,3498265.252,7511300.05,8.29868153,0.5274059217237752,0.32696523577558034,0.5432870642564908,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
15,3498697.671,7512150.01,-827.0623387999999,0.5897969694346997,0.44960067712378016,0.4227580188740533,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
16,3499764.4110000003,7511749.99,-32.75872288,0.7437102485346713,0.3918842795897148,0.5373631467657475,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
17,3497182.047,7513300.0,153.54666890000001,0.3711170101919482,0.6155255808793096,0.5642439928602585,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
18,3497536.7660000003,7511750.0,-57.49354839,0.4222972082243922,0.391885722427479,0.533794312652272,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
19,3496503.272,7511750.0,25.30680806,0.2731807876625155,0.391885722427479,0.5457410610369423,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
20,3498710.0710000005,7511750.0,-731.2627751,0.5915860883023681,0.391885722427479,0.4365803420131598,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
21,3499434.9489999996,7511750.0,-714.3255712,0.6961742259247189,0.391885722427479,0.43902410580849255,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
22,3499808.6969999997,7511750.0,-356.9914165,0.7501,0.391885722427479,0.4905816282453394,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
23,3496343.3039999995,7511750.0,50.11426024,0.2501,0.391885722427479,0.5493203740008686,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
24,3496375.348,7511750.0,45.49254581,0.25472342943508736,0.391885722427479,0.5486535355744622,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
25,3499789.003,7511750.0,-392.60696839999997,0.7472584752436928,0.391885722427479,0.4854428818030169,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
26,3499490.224,7511750.0,-693.2204588999999,0.7041495118447243,0.391885722427479,0.4420692311809971,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
27,3498827.394,7511750.0,-777.1517306,0.6085138941817284,0.391885722427479,0.429959310069597,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
28,3497514.2180000003,7511750.0,-49.24200258,0.41904389756093346,0.391885722427479,0.5349848768696637,Olivine_Pyroxenite,UPXO_Series,2,2,1e-06
